# fm-lint.sh root cost table: <root path> TAB <ShellCheck CPU centiseconds>.
# Only orders the lint work queue; regenerate with: CI=true bin/fm-lint.sh --record-costs bin/fm-lint-costs.tsv
bin/backends/cmux.sh	130
bin/backends/herdr.sh	869
bin/backends/orca.sh	111
bin/backends/tmux.sh	241
bin/backends/zellij.sh	147
bin/fm-account-lib.sh	26
bin/fm-account.sh	37
bin/fm-action-gateway.sh	18
bin/fm-adhd.sh	6
bin/fm-afk-contract.sh	239
bin/fm-afk-launch.sh	932
bin/fm-afk-return.sh	1161
bin/fm-afk-start.sh	450
bin/fm-agent-process-lib.sh	38
bin/fm-agy-trust.sh	8
bin/fm-arm-pretool-check.sh	7
bin/fm-backend-hometag-lib.sh	4
bin/fm-backend.sh	47
bin/fm-backlog-handoff.sh	6909
bin/fm-backlog-receive.sh	469
bin/fm-backlog-transition-lib.sh	90
bin/fm-bearings-board.sh	16
bin/fm-bearings-snapshot.sh	38
bin/fm-bootstrap.sh	1798
bin/fm-branch-outcome.sh	714
bin/fm-branch-prompt.sh	2
bin/fm-branch-report.sh	407
bin/fm-bridge-fields.sh	3
bin/fm-bridge-view.sh	5
bin/fm-brief-heading-lib.sh	3
bin/fm-brief.sh	730
bin/fm-browse-session.sh	149
bin/fm-busy-event.sh	57
bin/fm-busy-lib.sh	41
bin/fm-capability-lib.sh	19
bin/fm-captain-hold.sh	1236
bin/fm-cd-pretool-check.sh	7
bin/fm-channel-intake-schedule.sh	8
bin/fm-channel-intake.sh	864
bin/fm-chart-room.sh	5
bin/fm-check-lib.sh	8
bin/fm-check-register.sh	153
bin/fm-check-unregister.sh	145
bin/fm-classify-lib.sh	180
bin/fm-claude-stop-autoarm.sh	549
bin/fm-claude-trust.sh	16
bin/fm-codex-session-metrics-lib.sh	40
bin/fm-composer-lib.sh	104
bin/fm-config-inherit-lib.sh	104
bin/fm-config-push.sh	735
bin/fm-continuity-pretool-check.sh	468
bin/fm-contributions.sh	624
bin/fm-control-lib.sh	11
bin/fm-control.sh	878
bin/fm-crew-state.sh	1155
bin/fm-cursor-lib.sh	12
bin/fm-cursor-model-lib.sh	154
bin/fm-cursor-statusline.sh	6
bin/fm-decision-hold.sh	16
bin/fm-decision-surface.sh	9
bin/fm-deck.sh	236
bin/fm-deepgram-lib.sh	4
bin/fm-deepgram-stt.sh	9
bin/fm-deepgram-tts.sh	9
bin/fm-desk-floater.sh	4
bin/fm-desk-voice.sh	446
bin/fm-devin-config.sh	3
bin/fm-dispatch-resolve.sh	35
bin/fm-dispatch-select.sh	37
bin/fm-doc-audience-check.sh	3
bin/fm-dod-lib.sh	390
bin/fm-ensure-agents-md.sh	10
bin/fm-env-lib.sh	2
bin/fm-extension.sh	3
bin/fm-ff-lib.sh	65
bin/fm-file-event-lib.sh	20
bin/fm-fleet-ledger.sh	595
bin/fm-fleet-snapshot.sh	968
bin/fm-fleet-status-lib.sh	91
bin/fm-fleet-sync.sh	35
bin/fm-fleet-view.sh	3
bin/fm-forge-detect.sh	3
bin/fm-fork-surface.sh	26
bin/fm-fork-test-registry-lib.sh	14
bin/fm-fota-stage-run.sh	7
bin/fm-gate-refuse-lib.sh	5
bin/fm-gateway-install-v2.sh	18
bin/fm-gemini-lib.sh	5
bin/fm-git-strip-ai-trailers.sh	8
bin/fm-guard.sh	470
bin/fm-harness-exam.sh	138
bin/fm-harness.sh	41
bin/fm-herdr-ci-cleanup.sh	5
bin/fm-herdr-lab.sh	42
bin/fm-herdr-preview-lib.sh	4
bin/fm-herdr-session-cleanup.sh	710
bin/fm-home-manifest.sh	5
bin/fm-home-port.sh	102
bin/fm-home-seed.sh	587
bin/fm-home-summary-refresh.sh	458
bin/fm-hook-host-lib.sh	2
bin/fm-inactive-reconcile.sh	1441
bin/fm-inbox.sh	585
bin/fm-install-actionlint.sh	5
bin/fm-install-baby-menu-quota.sh	6
bin/fm-install-herdr.sh	5
bin/fm-install-shellcheck.sh	5
bin/fm-install-treehouse.sh	4
bin/fm-kimi-turnend-hook.sh	3
bin/fm-lab-home.sh	8
bin/fm-landed-lib.sh	2
bin/fm-launchd-schedule-lib.sh	6
bin/fm-leak-guard.sh	13
bin/fm-leak-lib.sh	6
bin/fm-lease-lib.sh	8
bin/fm-lease.sh	455
bin/fm-line-cap-lib.sh	2
bin/fm-lint-workflows.sh	6
bin/fm-lint.sh	54
bin/fm-lock-lib.sh	4
bin/fm-lock.sh	539
bin/fm-mail-check.sh	189
bin/fm-mail.sh	1024
bin/fm-marker-lib.sh	13
bin/fm-merge-authority-lib.sh	437
bin/fm-merge-local.sh	721
bin/fm-merge-outcome-lib.sh	855
bin/fm-morning-intake-schedule.sh	7
bin/fm-morning-intake.sh	690
bin/fm-nm-run-lib.sh	16
bin/fm-on.sh	32
bin/fm-operational-input.sh	12
bin/fm-order.sh	185
bin/fm-overlay.sh	70
bin/fm-parent-channel-lib.sh	211
bin/fm-path-lib.sh	3
bin/fm-peek.sh	56
bin/fm-pending-reply-lib.sh	3474
bin/fm-pr-check-migrate.sh	960
bin/fm-pr-check.sh	1302
bin/fm-pr-lib.sh	127
bin/fm-pr-merge.sh	2721
bin/fm-pr-poll.sh	9
bin/fm-pr-reviewers.sh	131
bin/fm-pr-state.sh	133
bin/fm-present.sh	14
bin/fm-primary-handoff-lib.sh	521
bin/fm-primary-handoff.sh	1158
bin/fm-primary-scope-lib.sh	34
bin/fm-primary.sh	78
bin/fm-procevent-lavish.sh	743
bin/fm-procevent-lib.sh	95
bin/fm-procevent-quota.sh	758
bin/fm-procevent-remote-reply.sh	5568
bin/fm-procevent-when.sh	778
bin/fm-procevent.sh	1048
bin/fm-project-display-name.sh	2
bin/fm-project-mode.sh	6
bin/fm-project-origin-lib.sh	6
bin/fm-promote.sh	2101
bin/fm-public-followup-collect.sh	751
bin/fm-public-followup-emit.sh	820
bin/fm-public-followup-lib.sh	708
bin/fm-public-followup.sh	999
bin/fm-push-transition-lib.sh	761
bin/fm-quota-axi-lib.sh	6
bin/fm-quota-choose.sh	25
bin/fm-read.sh	4
bin/fm-remote-delta-read.sh	14
bin/fm-remote-doctor.sh	273
bin/fm-remote-entrypoint.sh	121
bin/fm-remote-file.sh	452
bin/fm-remote-herdr-guard.sh	16
bin/fm-remote-herdr-owner-lib.sh	9
bin/fm-remote-home-provision.sh	479
bin/fm-remote-home-seed.sh	520
bin/fm-remote-inherit-push.sh	148
bin/fm-remote-inherit.sh	593
bin/fm-remote-job-lib.sh	103
bin/fm-remote-job-reap-orphans.sh	122
bin/fm-remote-job-worker.sh	234
bin/fm-remote-readiness-lib.sh	3
bin/fm-remote-secondmate-control.sh	4856
bin/fm-review-diff.sh	12
bin/fm-second-opinion.sh	9
bin/fm-secondmate-charter-lib.sh	3
bin/fm-secondmate-liveness-lib.sh	513
bin/fm-secondmate-nudge-lib.sh	6
bin/fm-secondmate-parent-lib.sh	5
bin/fm-secondmate-reconcile.sh	471
bin/fm-secondmate-registry-lib.sh	19
bin/fm-secondmate-report.sh	4384
bin/fm-secondmate-restart-lib.sh	80
bin/fm-secondmate-restart.sh	3738
bin/fm-send.sh	5852
bin/fm-session-lock-lib.sh	25
bin/fm-session-start.sh	1376
bin/fm-sessionstart-cursor.sh	2
bin/fm-sessionstart-nudge.sh	61
bin/fm-sessionstart-run.sh	84
bin/fm-shift.sh	668
bin/fm-spawn.sh	4312
bin/fm-speak.sh	472
bin/fm-startup-memory-budget-lib.sh	9
bin/fm-startup-memory-budget.sh	15
bin/fm-startup-network.sh	507
bin/fm-status-bar.sh	867
bin/fm-status-cache-lib.sh	6
bin/fm-stow-cascade.sh	159
bin/fm-subagent-pretool-check.sh	45
bin/fm-supervise-daemon.sh	1511
bin/fm-supervision-engine-lib.sh	13
bin/fm-supervision-host.sh	522
bin/fm-supervision-instructions.sh	10
bin/fm-supervision-lib.sh	13
bin/fm-supervision-sentinel.sh	574
bin/fm-supervisor-target-lib.sh	3
bin/fm-tangle-lib.sh	4
bin/fm-task-inbox-lib.sh	24
bin/fm-task-outcome.sh	4
bin/fm-tasks-axi-lib.sh	8
bin/fm-tasks-axi.sh	112
bin/fm-teardown.sh	14986
bin/fm-test-isolation-proof.sh	24
bin/fm-test-run.sh	175
bin/fm-timeout-lib.sh	8
bin/fm-timing-lib.sh	6
bin/fm-tmux-lib.sh	130
bin/fm-todo-render.sh	17
bin/fm-todo.sh	6
bin/fm-tool-update-check.sh	223
bin/fm-toolchain-lib.sh	13
bin/fm-trace-context-lib.sh	8
bin/fm-transition-lib.sh	3
bin/fm-tray.sh	8
bin/fm-triage-second-look.sh	16
bin/fm-turnend-guard-cursor.sh	555
bin/fm-turnend-guard-grok.sh	16
bin/fm-turnend-guard.sh	533
bin/fm-update.sh	182
bin/fm-upstream-lib.sh	24
bin/fm-upstream-watch-generate.sh	44
bin/fm-upstream-watch-schedule.sh	11
bin/fm-upstream-watch.sh	38
bin/fm-vendor-auth-probe.sh	15
bin/fm-visible-format-lib.sh	4
bin/fm-visible-status.sh	1747
bin/fm-visible-title.sh	3
bin/fm-voice-relay-appserver.sh	16
bin/fm-voice-relay.sh	103
bin/fm-wake-drain.sh	723
bin/fm-wake-grant.sh	407
bin/fm-wake-lib.sh	391
bin/fm-watch-arm.sh	480
bin/fm-watch-checkpoint.sh	8
bin/fm-watch.sh	6529
bin/fm-worker-account-lib.sh	18
bin/fm-worker-boundary-regression.sh	5
bin/fm-worktree-lease-lib.sh	436
bin/fm-x-dismiss.sh	210
bin/fm-x-followup.sh	645
bin/fm-x-lib.sh	185
bin/fm-x-link.sh	852
bin/fm-x-poll.sh	785
bin/fm-x-reply.sh	234
tests/cmux-test-safety.sh	3
tests/fixtures.sh	54
tests/fm-account.test.sh	57
tests/fm-action-artifact-import-v2.test.sh	49
tests/fm-action-gateway-v2.test.sh	140
tests/fm-action-gateway.test.sh	92
tests/fm-action-safe-sink-v2.test.sh	67
tests/fm-adhd.test.sh	52
tests/fm-afk-contract.test.sh	95
tests/fm-afk-inject-e2e.test.sh	12
tests/fm-afk-inject-herdr-e2e.test.sh	23
tests/fm-afk-launch.test.sh	588
tests/fm-afk-pi-herdr-return-e2e.test.sh	81
tests/fm-afk-return.test.sh	273
tests/fm-agy-harness.test.sh	112
tests/fm-agy-signals-live-e2e.test.sh	67
tests/fm-arm-pretool-check.test.sh	87
tests/fm-ask-user-authority.test.sh	53
tests/fm-baby-menu-quota.test.sh	76
tests/fm-backend-autodetect-smoke.test.sh	13
tests/fm-backend-cmux-smoke.test.sh	11
tests/fm-backend-cmux.test.sh	480
tests/fm-backend-herdr-agent-exit-shell-e2e.test.sh	69
tests/fm-backend-herdr-eventwait-smoke.test.sh	11
tests/fm-backend-herdr-focus-flash-e2e.test.sh	24
tests/fm-backend-herdr-launcher-workspace-e2e.test.sh	38
tests/fm-backend-herdr-presentation-e2e.test.sh	225
tests/fm-backend-herdr-prune-safety-e2e.test.sh	14
tests/fm-backend-herdr-respawn-idem-e2e.test.sh	11
tests/fm-backend-herdr-smoke.test.sh	25
